Product_Supermarket_Identifier,Product_Supermarket_Sales
DRD60_CHUKWUDI035,7761.304
FDV26_CHUKWUDI027,12431.8545
DRI03_CHUKWUDI027,10571.17
FDA43_CHUKWUDI018,7187.943
NCX54_CHUKWUDI046,4275.4346
FDX34_CHUKWUDI046,4864.5166
FDX07_CHUKWUDI049,7598.6685
FDM45_CHUKWUDI013,4534.201
NCY18_CHUKWUDI018,6790.793
NCV54_CHUKWUDI019,887.50494
FDX47_CHUKWUDI017,6365.886
FDT55_CHUKWUDI035,6513.8945
NCL18_CHUKWUDI035,7812.33
DRL47_CHUKWUDI046,5357.712
FDH44_CHUKWUDI017,6337.9165
FDS11_CHUKWUDI049,8746.434
FDH27_CHUKWUDI046,5081.703
NCK19_CHUKWUDI018,7368.8096
FDC57_CHUKWUDI035,7817.9253
FDT13_CHUKWUDI035,7851.733
NCY18_CHUKWUDI046,7158.2734
NCS53_CHUKWUDI045,6698.678
FDE08_CHUKWUDI010,1229.9509
FDY38_CHUKWUDI045,9772.759
FDJ55_CHUKWUDI035,9083.475
FDJ36_CHUKWUDI010,1016.25543
FDO12_CHUKWUDI049,7547.6426
FDX21_CHUKWUDI018,3946.5505
DRD49_CHUKWUDI035,10227.077
DRE13_CHUKWUDI013,2991.8704
NCF07_CHUKWUDI046,4133.011
NCO17_CHUKWUDI049,4664.643
FDR55_CHUKWUDI045,7766.1836
FDF40_CHUKWUDI027,14794.915
FDP10_CHUKWUDI013,4194.241
NCR41_CHUKWUDI049,4102.919
DRK37_CHUKWUDI027,11723.72
FDV03_CHUKWUDI013,5911.323
FDN57_CHUKWUDI046,5357.712
DRE12_CHUKWUDI013,4339.8584
FDV37_CHUKWUDI035,7892.5405
FDF56_CHUKWUDI027,11105.617
DRJ49_CHUKWUDI018,4669.955
FDJ46_CHUKWUDI027,11105.617
FDC21_CHUKWUDI010,944.07587
FDK21_CHUKWUDI035,9979.67
FDT32_CHUKWUDI017,7726.781
FDN56_CHUKWUDI035,6250.0923
FDS52_CHUKWUDI010,940.49115
NCU42_CHUKWUDI045,6523.8823
NCN07_CHUKWUDI046,5408.738
NCG30_CHUKWUDI046,5229.5547
NCL54_CHUKWUDI027,11517.099
FDZ26_CHUKWUDI035,10302.249
FDX25_CHUKWUDI046,7567.0464
FDT21_CHUKWUDI017,8156.1924
FDN56_CHUKWUDI045,6164.543
NCB42_CHUKWUDI013,4428.8647
FDA21_CHUKWUDI049,7587.0454
FDY55_CHUKWUDI035,10227.15
NCS30_CHUKWUDI018,4803.8438
FDI20_CHUKWUDI027,14095.3955
FDT01_CHUKWUDI045,9273.516
NCJ05_CHUKWUDI046,6229.208
FDW04_CHUKWUDI045,5292.4634
FDW23_CHUKWUDI013,2365.9592
FDS57_CHUKWUDI046,6229.208
FDM12_CHUKWUDI017,7675.755
FDI34_CHUKWUDI035,10006.59
FDQ28_CHUKWUDI027,10087.094
FDI02_CHUKWUDI046,4463.5977
NCX53_CHUKWUDI013,5090.853
DRF27_CHUKWUDI017,6202.5234
FDR39_CHUKWUDI046,7567.0464
FDU26_CHUKWUDI017,5273.3726
FDK08_CHUKWUDI049,4157.8755
FDD47_CHUKWUDI049,7691.4263
FDO34_CHUKWUDI010,1209.981
FDY12_CHUKWUDI013,2283.0964
FDS11_CHUKWUDI035,9129.464
FDA47_CHUKWUDI017,6472.8564
FDM08_CHUKWUDI045,8807.999
FDJ53_CHUKWUDI046,4813.4907
FDC44_CHUKWUDI017,4855.458
NCM43_CHUKWUDI018,6171.463
FDY44_CHUKWUDI018,7238.9688
FDI41_CHUKWUDI035,6423.466
FDH17_CHUKWUDI046,4020.2705
NCQ38_CHUKWUDI049,4322.6294
FDB22_CHUKWUDI045,6088.795
FDP37_CHUKWUDI019,875.0312
NCQ50_CHUKWUDI049,8601.08
FDA49_CHUKWUDI010,638.10223
FDC51_CHUKWUDI049,4958.8413
FDQ32_CHUKWUDI046,5113.638
NCX41_CHUKWUDI045,8979.886
FDD40_CHUKWUDI049,7604.2637
FDG12_CHUKWUDI017,4928.9575
FDR52_CHUKWUDI035,7851.733
FDA52_CHUKWUDI045,7312.825
DRE60_CHUKWUDI019,1563.9559
DRN37_CHUKWUDI049,6344.7437
FDI09_CHUKWUDI045,9853.008
FDW07_CHUKWUDI010,659.47833
FDG12_CHUKWUDI019,866.12885
FDN01_CHUKWUDI045,7424.978
FDB53_CHUKWUDI049,6249.207
FDM46_CHUKWUDI046,3775.723
FDG33_CHUKWUDI017,7386.9976
FDC22_CHUKWUDI049,8054.356
DRN47_CHUKWUDI027,10780.992
FDP52_CHUKWUDI027,16312.398
FDY08_CHUKWUDI010,984.96173
FDQ21_CHUKWUDI013,4615.583
NCN06_CHUKWUDI010,1012.8626
FDG53_CHUKWUDI013,4877.547
NCJ54_CHUKWUDI027,15413.381
NCF54_CHUKWUDI045,7109.148
FDA50_CHUKWUDI010,707.1718
FDV45_CHUKWUDI045,7726.781
NCH55_CHUKWUDI018,5014.37
FDX21_CHUKWUDI046,4275.4346
DRH37_CHUKWUDI013,6130.63
FDX38_CHUKWUDI013,2327.364
FDT21_CHUKWUDI035,8380.524
FDW25_CHUKWUDI013,3118.6448
NCL29_CHUKWUDI046,6364.1475
FDR31_CHUKWUDI027,10171.583
FDC34_CHUKWUDI019,1076.2982
FDK50_CHUKWUDI017,6314.8604
DRI25_CHUKWUDI013,2453.0623
FDN15_CHUKWUDI049,5389.334
NCX54_CHUKWUDI010,1039.6094
FDF10_CHUKWUDI049,6209.804
NCS06_CHUKWUDI019,1773.1871
NCT41_CHUKWUDI046,6229.208
FDB14_CHUKWUDI010,725.6675
NCQ30_CHUKWUDI049,4851.871
FDU01_CHUKWUDI017,7726.781
FDW19_CHUKWUDI018,4021.6836
FDS43_CHUKWUDI045,7766.1836
NCP18_CHUKWUDI018,5726.3345
DRE60_CHUKWUDI045,8807.999
FDY28_CHUKWUDI017,9049.949
DRG01_CHUKWUDI013,2500.7292
FDF50_CHUKWUDI035,7893.329
FDQ10_CHUKWUDI027,10981.382
FDS12_CHUKWUDI013,4651.489
FDF16_CHUKWUDI017,6088.795
NCK29_CHUKWUDI010,977.0278
FDD50_CHUKWUDI027,9450.768
NCO42_CHUKWUDI035,6053.75
FDQ24_CHUKWUDI045,10379.707
NCL18_CHUKWUDI018,7238.161
FDS12_CHUKWUDI010,888.8062
FDF10_CHUKWUDI045,6337.9165
NCQ30_CHUKWUDI010,862.68475
FDV46_CHUKWUDI019,956.909
NCJ43_CHUKWUDI027,11517.099
NCK18_CHUKWUDI049,6395.7695
FDL46_CHUKWUDI018,4579.5527
FDZ25_CHUKWUDI027,10538.927
FDE51_CHUKWUDI010,93.08616
FDU40_CHUKWUDI046,7442.3916
FDK25_CHUKWUDI017,6647.6523
FDO52_CHUKWUDI046,7192.4937
FDM03_CHUKWUDI018,4009.2524
FDR01_CHUKWUDI045,7899.6133
FDA27_CHUKWUDI045,10140.669
FDX47_CHUKWUDI018,5838.671
DRC36_CHUKWUDI046,7192.4937
FDO40_CHUKWUDI027,9317.647
DRM37_CHUKWUDI027,12997.999
FDR10_CHUKWUDI013,6181.656
FDP08_CHUKWUDI049,7604.2637
FDH56_CHUKWUDI010,879.9039
FDQ40_CHUKWUDI017,7403.254
FDT40_CHUKWUDI017,5024.251
FDE28_CHUKWUDI019,1777.048
NCZ18_CHUKWUDI045,10266.978
NCI29_CHUKWUDI049,5120.0835
FDI32_CHUKWUDI010,1029.5743
FDV13_CHUKWUDI013,3252.9526
NCA06_CHUKWUDI013,2442.3115
FDY19_CHUKWUDI013,4680.1743
NCJ43_CHUKWUDI010,1351.9006
FDG04_CHUKWUDI045,7715.1577
FDC29_CHUKWUDI046,4537.7275
FDJ04_CHUKWUDI046,4831.1167
NCE07_CHUKWUDI035,5333.745
FDB09_CHUKWUDI046,5062.6123
FDY47_CHUKWUDI010,888.8062
DRH36_CHUKWUDI013,2376.71
FDC10_CHUKWUDI049,4845.113
FDX49_CHUKWUDI027,15773.619
FDW08_CHUKWUDI018,3946.5505
FDA31_CHUKWUDI018,6822.63
FDY40_CHUKWUDI013,2365.9592
FDT31_CHUKWUDI017,7726.781
FDZ10_CHUKWUDI046,5501.6143
FDG31_CHUKWUDI010,166.06448
FDR26_CHUKWUDI045,7239.1963
FDK02_CHUKWUDI049,4958.8413
NCQ41_CHUKWUDI018,7238.9688
FDX19_CHUKWUDI017,9772.759
FDI46_CHUKWUDI045,10304.535
FDY57_CHUKWUDI049,4042.6553
FDJ21_CHUKWUDI018,5810.7017
FDN01_CHUKWUDI018,6897.763
FDN51_CHUKWUDI045,10140.669
FDT35_CHUKWUDI017,6659.2754
FDJ36_CHUKWUDI049,4271.6035
FDW45_CHUKWUDI046,6229.208
FDB33_CHUKWUDI049,6480.1367
NCC19_CHUKWUDI046,7623.323
FDX15_CHUKWUDI049,6531.1626
NCT18_CHUKWUDI017,7403.254
FDH57_CHUKWUDI046,5195.4316
FDX22_CHUKWUDI035,9216.823
FDN02_CHUKWUDI035,8599.323
FDT58_CHUKWUDI018,6035.262
NCV06_CHUKWUDI027,13387.409
FDW44_CHUKWUDI046,7316.2695
DRF49_CHUKWUDI046,4581.995
FDD04_CHUKWUDI019,935.5329
FDH53_CHUKWUDI013,3201.9263
FDS01_CHUKWUDI019,1439.4727
FDU60_CHUKWUDI035,6744.8247
FDZ59_CHUKWUDI049,6282.041
FDE17_CHUKWUDI035,6423.466
FDG38_CHUKWUDI013,3036.138
FDY21_CHUKWUDI019,1420.2697
FDV11_CHUKWUDI045,7476.004
DRJ11_CHUKWUDI049,7659.7954
FDD56_CHUKWUDI018,6863.6084
FDM51_CHUKWUDI013,3764.1016
FDC15_CHUKWUDI018,6119.6294
FDN38_CHUKWUDI019,1701.9486
FDJ38_CHUKWUDI017,7787.9077
NCA42_CHUKWUDI027,9850.607
FDV38_CHUKWUDI013,2557.3013
NCK06_CHUKWUDI013,4578.1123
FDI24_CHUKWUDI027,10678.008
FDB44_CHUKWUDI017,8116.041
FDG09_CHUKWUDI017,7732.376
DRB25_CHUKWUDI018,3970.6572
FDS01_CHUKWUDI017,7403.254
FDW39_CHUKWUDI019,1439.4727
NCT42_CHUKWUDI049,5967.441
FDV09_CHUKWUDI017,6253.5493
NCF42_CHUKWUDI019,1326.4736
FDQ11_CHUKWUDI027,16518.863
FDZ50_CHUKWUDI027,12395.958
FDC53_CHUKWUDI013,3764.1016
FDD17_CHUKWUDI045,8265.338
DRF01_CHUKWUDI018,5600.1753
NCP14_CHUKWUDI013,3897.9907
FDJ48_CHUKWUDI017,9691.862
DRH23_CHUKWUDI013,2459.5728
FDY04_CHUKWUDI017,6659.2754
FDQ40_CHUKWUDI018,6876.039
FDI08_CHUKWUDI017,9748.483
FDC50_CHUKWUDI010,707.1718
FDO52_CHUKWUDI045,7097.525
NCN53_CHUKWUDI013,2358.8445
FDX16_CHUKWUDI035,6474.4917
NCQ50_CHUKWUDI027,14708.994
FDL15_CHUKWUDI049,6209.804
FDU34_CHUKWUDI013,4911.67
FDQ40_CHUKWUDI049,7275.1416
FDM10_CHUKWUDI035,8989.704
DRE49_CHUKWUDI018,5686.047
FDA31_CHUKWUDI045,7311.2495
FDH21_CHUKWUDI035,6558.406
NCP29_CHUKWUDI013,2480.949
FDU20_CHUKWUDI019,887.50494
FDF22_CHUKWUDI049,7818.559
NCW41_CHUKWUDI046,6499.5405
NCO30_CHUKWUDI035,7812.33
FDT09_CHUKWUDI045,5580.988
FDZ25_CHUKWUDI045,7109.148
FDY04_CHUKWUDI027,9862.249
FDR23_CHUKWUDI045,7363.851
DRA12_CHUKWUDI010,924.99054
FDA20_CHUKWUDI049,7603.9194
FDY55_CHUKWUDI045,10141.602
FDL20_CHUKWUDI049,4513.7153
FDK09_CHUKWUDI019,2371.4626
NCM43_CHUKWUDI049,6570.5654
FDY58_CHUKWUDI049,10171.444
FDP11_CHUKWUDI019,946.36694
FDF44_CHUKWUDI018,4714.2227
FDH14_CHUKWUDI045,5517.4463
FDV01_CHUKWUDI010,1251.327
DRL49_CHUKWUDI035,5459.211
FDO56_CHUKWUDI019,866.12885
FDR12_CHUKWUDI027,11428.959
FDE16_CHUKWUDI018,8383.837
FDH27_CHUKWUDI018,4714.2227
NCY18_CHUKWUDI049,7189.8955
NCL18_CHUKWUDI049,7598.6685
FDX09_CHUKWUDI049,7347.8916
FDC28_CHUKWUDI046,4224.4087
FDR15_CHUKWUDI027,10190.078
NCH07_CHUKWUDI010,1172.9075
FDF26_CHUKWUDI017,6088.795
FDP28_CHUKWUDI035,10227.15
FDM13_CHUKWUDI035,5326.987
FDE46_CHUKWUDI027,9420.632
FDM36_CHUKWUDI046,7192.4937
FDQ10_CHUKWUDI018,6876.039
FDM21_CHUKWUDI035,10226.218
NCK05_CHUKWUDI010,143.17297
FDV04_CHUKWUDI010,1092.9537
FDI07_CHUKWUDI027,12997.999
FDU57_CHUKWUDI013,5700.797
FDM25_CHUKWUDI035,7529.023
FDH35_CHUKWUDI013,6130.63
FDN60_CHUKWUDI027,9126.142
FDA26_CHUKWUDI035,8855.311
DRC27_CHUKWUDI045,9748.483
DRM23_CHUKWUDI027,10780.992
FDB36_CHUKWUDI018,4745.703
FDE17_CHUKWUDI013,5860.2974
FDE11_CHUKWUDI027,10562.676
FDU35_CHUKWUDI010,824.31647
FDY03_CHUKWUDI013,4370.728
FDZ49_CHUKWUDI049,8751.472
NCC07_CHUKWUDI013,4108.5166
NCR05_CHUKWUDI045,7894.199
NCK07_CHUKWUDI018,5996.667
FDB28_CHUKWUDI045,8223.276
FDJ03_CHUKWUDI013,2305.9878
FDC38_CHUKWUDI013,5051.535
FDZ57_CHUKWUDI018,4720.981
NCP18_CHUKWUDI035,6339.0986
FDB52_CHUKWUDI027,14794.915
NCA17_CHUKWUDI013,5911.323
FDK20_CHUKWUDI013,4609.3345
FDM36_CHUKWUDI049,7224.1157
FDQ25_CHUKWUDI035,7059.304
FDR02_CHUKWUDI013,4071.2795
FDR09_CHUKWUDI027,17152.518
NCT18_CHUKWUDI035,7488.803
FDH38_CHUKWUDI018,4170.247
FDY09_CHUKWUDI010,1375.7267
FDU24_CHUKWUDI046,3826.7493
FDU07_CHUKWUDI019,1079.1787
FDJ44_CHUKWUDI046,7192.4937
FDN03_CHUKWUDI035,10390.084
FDB53_CHUKWUDI035,6462.8687
FDX27_CHUKWUDI010,863.9409
FDO57_CHUKWUDI046,6380.481
FDA03_CHUKWUDI010,1103.4894
NCN29_CHUKWUDI010,46.17352
FDI40_CHUKWUDI046,4126.2534
FDX55_CHUKWUDI019,1362.8539
DRG48_CHUKWUDI049,5916.415
FDY07_CHUKWUDI010,46.17352
FDT13_CHUKWUDI017,7766.1836
FDH05_CHUKWUDI045,9977.662
FDD46_CHUKWUDI027,9439.127
NCA30_CHUKWUDI049,7598.6685
NCM30_CHUKWUDI013,2403.7163
FDL34_CHUKWUDI049,5684.161
NCS06_CHUKWUDI027,15605.45
FDK02_CHUKWUDI010,894.1817
DRJ24_CHUKWUDI035,7800.707
DRG11_CHUKWUDI046,4180.141
FDB34_CHUKWUDI010,599.507
FDV24_CHUKWUDI010,1092.9537
FDE16_CHUKWUDI045,8127.606
FDL57_CHUKWUDI019,1622.5726
FDG21_CHUKWUDI049,6209.804
NCW41_CHUKWUDI027,9375.35
NCP05_CHUKWUDI018,5861.7275
FDN15_CHUKWUDI019,935.5329
FDC33_CHUKWUDI045,7659.3457
FDR46_CHUKWUDI045,6388.9424
FDZ45_CHUKWUDI019,1504.3146
FDY44_CHUKWUDI045,7637.6216
NCX18_CHUKWUDI045,7955.8115
FDJ04_CHUKWUDI018,4502.2314
NCK17_CHUKWUDI013,2283.0964
FDQ31_CHUKWUDI013,3087.1643
FDH26_CHUKWUDI049,5389.334
FDX33_CHUKWUDI013,6084.858
FDU36_CHUKWUDI013,3807.3354
FDZ59_CHUKWUDI013,5971.1294
FDM24_CHUKWUDI027,9011.517
NCI18_CHUKWUDI017,9009.549
FDO52_CHUKWUDI035,7183.074
NCB07_CHUKWUDI049,7470.1064
FDW43_CHUKWUDI049,10171.444
FDQ27_CHUKWUDI046,4253.027
NCN43_CHUKWUDI046,4978.245
FDK10_CHUKWUDI027,11105.617
FDH32_CHUKWUDI046,3775.723
FDZ33_CHUKWUDI017,6253.5493
FDD34_CHUKWUDI049,6344.7437
FDU58_CHUKWUDI045,7738.79
FDV22_CHUKWUDI017,6428.345
NCE30_CHUKWUDI019,1281.969
FDR27_CHUKWUDI013,5141.964
FDL13_CHUKWUDI045,9977.662
FDM56_CHUKWUDI013,4020.2532
FDR57_CHUKWUDI046,5935.819
NCF42_CHUKWUDI045,7363.851
FDF11_CHUKWUDI017,10141.528
FDR35_CHUKWUDI018,7110.4067
FDF24_CHUKWUDI010,533.1691
FDI53_CHUKWUDI017,6472.8564
DRG37_CHUKWUDI035,6423.466
NCD31_CHUKWUDI018,6171.463
FDC44_CHUKWUDI046,4695.7236
NCF42_CHUKWUDI035,7449.4004
FDE24_CHUKWUDI045,5529.962
FDW40_CHUKWUDI035,5666.537
FDP58_CHUKWUDI019,1394.9681
FDV20_CHUKWUDI019,887.50494
FDB14_CHUKWUDI046,3960.0068
FDI57_CHUKWUDI035,7817.9253
FDS07_CHUKWUDI018,4417.8643
DRJ59_CHUKWUDI013,2261.7202
FDI35_CHUKWUDI049,7587.0454
FDA20_CHUKWUDI035,7817.581
DRI47_CHUKWUDI046,6217.585
FDC34_CHUKWUDI045,6337.9165
FDQ39_CHUKWUDI027,12474.671
FDJ10_CHUKWUDI013,4878.1616
DRK11_CHUKWUDI045,6044.5273
FDQ45_CHUKWUDI035,7924.483
FDG29_CHUKWUDI013,2382.34
FDI04_CHUKWUDI045,7715.1577
FDC09_CHUKWUDI010,977.66034
FDW56_CHUKWUDI017,8233.495
FDR01_CHUKWUDI035,7815.793
FDC03_CHUKWUDI017,7977.5356
DRG36_CHUKWUDI027,11105.617
FDW49_CHUKWUDI019,1439.4727
FDS49_CHUKWUDI013,2590.3508
FDA03_CHUKWUDI027,8886.186
FDQ33_CHUKWUDI027,10171.583
FDE20_CHUKWUDI046,7192.4937
NCO30_CHUKWUDI019,1321.0708
FDJ26_CHUKWUDI035,9029.107
FDW39_CHUKWUDI046,7158.2734
FDZ08_CHUKWUDI010,510.2776
FDV44_CHUKWUDI049,7710.8213
FDU55_CHUKWUDI045,10379.707
FDQ45_CHUKWUDI019,1434.07
FDK34_CHUKWUDI027,14897.899
FDL33_CHUKWUDI046,8022.734
FDE24_CHUKWUDI017,5529.962
NCH06_CHUKWUDI027,16813.049
FDF57_CHUKWUDI045,6850.2026
DRG36_CHUKWUDI035,7437.7773
FDO56_CHUKWUDI018,4214.5146
FDQ28_CHUKWUDI017,6428.345
FDP45_CHUKWUDI027,17152.518
FDN23_CHUKWUDI027,9317.647
NCA05_CHUKWUDI035,6349.837
FDY56_CHUKWUDI027,14970.615
FDI28_CHUKWUDI013,2456.4617
DRH25_CHUKWUDI013,2338.0725
FDQ48_CHUKWUDI013,3753.4128
FDS57_CHUKWUDI049,6260.83
DRK49_CHUKWUDI013,2261.7202
FDT32_CHUKWUDI035,7812.33
FDF14_CHUKWUDI045,6044.5273
FDD44_CHUKWUDI035,9741.564
FDA02_CHUKWUDI045,6377.3193
FDX32_CHUKWUDI049,6300.233
FDL44_CHUKWUDI018,6081.034
FDR26_CHUKWUDI018,6711.9814
NCR54_CHUKWUDI017,7916.4087
FDY47_CHUKWUDI013,4814.844
FDI57_CHUKWUDI018,7205.161
FDC04_CHUKWUDI045,9977.662
NCQ06_CHUKWUDI027,15605.45
NCJ43_CHUKWUDI046,7158.2734
FDF52_CHUKWUDI035,7510.5273
FDY04_CHUKWUDI035,6744.8247
DRA59_CHUKWUDI027,13779.884
FDH10_CHUKWUDI027,13126.561
FDB27_CHUKWUDI035,8139.4546
FDN25_CHUKWUDI013,2420.9775
FDH24_CHUKWUDI018,6013.0005
FDL39_CHUKWUDI017,7312.825
FDB08_CHUKWUDI018,5787.645
FDA20_CHUKWUDI027,12133.532
FDH21_CHUKWUDI045,6472.8564
NCH42_CHUKWUDI017,8041.521
FDS01_CHUKWUDI049,7275.1416
FDZ10_CHUKWUDI049,5735.187
FDQ25_CHUKWUDI027,11753.584
FDU57_CHUKWUDI027,9260.373
FDB11_CHUKWUDI049,8717.663
NCX53_CHUKWUDI010,1144.6862
FDX49_CHUKWUDI045,9554.629
NCX17_CHUKWUDI045,9648.1045
FDK25_CHUKWUDI019,1273.7269
NCP05_CHUKWUDI049,6260.83
FDR26_CHUKWUDI046,7079.462
FDA02_CHUKWUDI046,5370.2275
FDZ57_CHUKWUDI017,5248.196
FDE11_CHUKWUDI035,7817.9253
FDI57_CHUKWUDI017,7603.814
FDB23_CHUKWUDI017,10651.454
FDR55_CHUKWUDI017,7766.1836
FDG33_CHUKWUDI045,7386.9976
FDN21_CHUKWUDI027,9553.752
DRB25_CHUKWUDI013,4020.2532
FDA39_CHUKWUDI013,2261.7202
FDN31_CHUKWUDI045,7715.1577
FDG10_CHUKWUDI010,121.796906
FDA16_CHUKWUDI027,14456.15
FDY15_CHUKWUDI018,5900.3228
FDC39_CHUKWUDI035,7811.208
FDB33_CHUKWUDI045,6608.2495
FDZ21_CHUKWUDI046,4071.2969
FDI04_CHUKWUDI018,7059.381
FDU22_CHUKWUDI019,887.50494
FDZ15_CHUKWUDI013,4428.8647
FDB09_CHUKWUDI049,5094.2344
DRD24_CHUKWUDI010,1099.7863
NCO06_CHUKWUDI013,2442.3115
FDM09_CHUKWUDI010,1122.9766
FDY48_CHUKWUDI018,3923.5278
FDP52_CHUKWUDI035,10057.616
DRE49_CHUKWUDI035,6298.811
FDS25_CHUKWUDI018,4072.0117
FDS45_CHUKWUDI010,1026.9215
FDF20_CHUKWUDI049,7776.6733
FDM15_CHUKWUDI035,6288.0728
NCL18_CHUKWUDI019,1307.2705
NCB18_CHUKWUDI013,3252.9526
DRF01_CHUKWUDI046,5884.793
DRB01_CHUKWUDI027,13370.072
FDU26_CHUKWUDI010,1012.3556
FDW32_CHUKWUDI013,3291.5479
FDL34_CHUKWUDI046,5357.712
FDZ23_CHUKWUDI035,7812.33
NCX29_CHUKWUDI049,6125.437
FDX59_CHUKWUDI013,2327.364
FDR39_CHUKWUDI017,7363.851
FDW40_CHUKWUDI010,1159.7574
FDD20_CHUKWUDI046,4927.219
FDS07_CHUKWUDI046,4746.7495
FDN40_CHUKWUDI013,5649.771
FDY16_CHUKWUDI027,12442.028
NCJ05_CHUKWUDI013,5911.323
FDW12_CHUKWUDI045,6095.553
FDX51_CHUKWUDI049,7729.317
FDQ01_CHUKWUDI045,10141.602
NCI17_CHUKWUDI046,3826.7493
FDM58_CHUKWUDI010,730.8966
FDU44_CHUKWUDI035,6784.2275
FDX20_CHUKWUDI035,7895.5474
DRD49_CHUKWUDI017,10141.528
FDS08_CHUKWUDI035,7447.8247
FDG32_CHUKWUDI017,9015.144
NCY42_CHUKWUDI049,5967.441
FDB09_CHUKWUDI035,5307.896
FDA38_CHUKWUDI019,1584.6727
FDA45_CHUKWUDI045,6948.7046
NCV29_CHUKWUDI049,7275.1416
FDD45_CHUKWUDI013,3496.434
NCN17_CHUKWUDI046,4177.2793
NCW53_CHUKWUDI045,7726.781
FDX50_CHUKWUDI013,4617.415
FDW34_CHUKWUDI017,10196.687
NCI54_CHUKWUDI010,965.45197
FDE04_CHUKWUDI035,7454.9956
NCK29_CHUKWUDI049,4971.8867
FDQ57_CHUKWUDI049,5967.441
FDD11_CHUKWUDI017,10140.669
NCT41_CHUKWUDI013,5911.323
FDW47_CHUKWUDI010,915.5578
FDM52_CHUKWUDI017,6377.3193
FDZ38_CHUKWUDI018,6836.636
NCP02_CHUKWUDI013,2442.3538
FDK08_CHUKWUDI010,1001.9775
DRP35_CHUKWUDI035,5401.045
FDA47_CHUKWUDI027,9126.142
DRG37_CHUKWUDI046,6178.182
FDS31_CHUKWUDI018,6876.039
NCX29_CHUKWUDI035,6339.0986
NCK53_CHUKWUDI046,4028.712
FDV21_CHUKWUDI018,4649.36
FDX47_CHUKWUDI049,5967.441
NCL29_CHUKWUDI027,9525.982
FDO60_CHUKWUDI013,2338.0725
NCX29_CHUKWUDI046,6093.815
FDW02_CHUKWUDI046,4895.997
NCN14_CHUKWUDI046,7567.0464
FDH50_CHUKWUDI018,7226.538
FDY49_CHUKWUDI049,6531.1626
DRE37_CHUKWUDI018,7226.538
FDW49_CHUKWUDI027,11414.114
FDA45_CHUKWUDI035,7034.254
FDQ39_CHUKWUDI045,7766.1836
NCW53_CHUKWUDI018,7199.566
NCS53_CHUKWUDI027,9375.35
FDO13_CHUKWUDI019,1241.6173
FDS60_CHUKWUDI046,7079.462
FDR44_CHUKWUDI018,4803.8438
FDH27_CHUKWUDI013,5611.176
NCC06_CHUKWUDI017,5568.472
DRC25_CHUKWUDI013,3036.138
FDP48_CHUKWUDI049,8105.382
NCV05_CHUKWUDI017,6253.5493
FDD22_CHUKWUDI049,4613.617
FDE53_CHUKWUDI046,4180.141
FDU58_CHUKWUDI018,7211.575
FDU59_CHUKWUDI013,5971.1294
FDC52_CHUKWUDI013,5724.9043
NCM53_CHUKWUDI049,4458.022
FDX37_CHUKWUDI010,1037.6315
NCG18_CHUKWUDI013,3973.1238
FDS23_CHUKWUDI019,875.0312
NCX05_CHUKWUDI010,915.5578
NCL31_CHUKWUDI045,5292.4634
FDU24_CHUKWUDI049,3814.1038
FDW10_CHUKWUDI017,6943.1094
FDJ38_CHUKWUDI018,7260.693
NCQ53_CHUKWUDI017,9976.199
FDI15_CHUKWUDI017,9902.563
FDN27_CHUKWUDI018,4579.5527
